t;T;H;rain;fog
14;16,56043956;11,59230769;TRUE;FALSE
15;16,35164835;11,44615385;TRUE;FALSE
16;16,14285714;11,3;TRUE;FALSE
17;15,93406593;11,15384615;TRUE;FALSE
18;15,72527473;11,00769231;TRUE;FALSE
19;15,51648352;10,86153846;TRUE;FALSE
20;15,30769231;10,71538462;TRUE;FALSE
21;15,0989011;10,56923077;TRUE;FALSE
22;14,89010989;10,42307692;TRUE;FALSE
23;14,68131868;10,27692308;TRUE;FALSE
24;14,47252747;10,13076923;TRUE;FALSE
25;14,26373626;9,984615385;TRUE;FALSE
26;14,05494505;9,838461538;TRUE;FALSE
27;13,84615385;9,692307692;TRUE;FALSE
28;13,63736264;9,546153846;TRUE;FALSE
29;13,42857143;9,4;TRUE;FALSE
30;13,21978022;9,253846154;TRUE;FALSE
31;13,01098901;9,107692308;TRUE;FALSE
31;13,01098901;9,107692308;TRUE;FALSE
31;13,01098901;9,107692308;TRUE;FALSE
31;13,01098901;9,107692308;TRUE;FALSE
31;13,01098901;9,107692308;TRUE;FALSE
0;21;14,7;TRUE;FALSE
1;19;13,3;TRUE;FALSE
2;18;12,6;TRUE;FALSE
3;17;11,9;TRUE;FALSE
4;23;16,1;TRUE;FALSE
5;21;14,7;TRUE;FALSE
6;19;13,3;TRUE;FALSE
7;12;8,4;TRUE;FALSE
8;15;10,5;TRUE;FALSE
9;16;11,2;TRUE;FALSE
10;17;11,9;TRUE;FALSE
11;19;13,3;TRUE;FALSE
12;20;14;TRUE;FALSE
0;21;14,7;TRUE;FALSE
1;19;13,3;TRUE;FALSE
2;18;12,6;TRUE;FALSE
3;17;11,9;TRUE;FALSE
4;23;16,1;TRUE;FALSE
5;21;14,7;TRUE;FALSE
6;19;13,3;TRUE;FALSE
7;12;8,4;TRUE;FALSE
8;15;10,5;TRUE;FALSE
9;16;11,2;TRUE;FALSE
10;17;11,9;TRUE;FALSE
11;19;13,3;TRUE;FALSE
12;20;14;TRUE;FALSE
13;16,76923077;11,73846154;TRUE;FALSE
14;16,56043956;11,59230769;TRUE;FALSE
15;16,35164835;11,44615385;TRUE;FALSE
16;16,14285714;11,3;TRUE;FALSE
17;15,93406593;11,15384615;TRUE;FALSE
18;15,72527473;11,00769231;TRUE;FALSE
19;15,51648352;10,86153846;TRUE;FALSE
20;15,30769231;10,71538462;TRUE;FALSE
21;15,0989011;10,56923077;TRUE;FALSE
22;14,89010989;10,42307692;TRUE;FALSE
23;14,68131868;10,27692308;TRUE;FALSE
24;14,47252747;10,13076923;TRUE;FALSE
25;14,26373626;9,984615385;TRUE;FALSE
26;14,05494505;9,838461538;TRUE;FALSE
27;13,84615385;9,692307692;TRUE;FALSE
28;13,63736264;9,546153846;TRUE;FALSE
29;13,42857143;9,4;TRUE;FALSE
30;13,21978022;9,253846154;TRUE;FALSE
31;13,01098901;9,107692308;TRUE;FALSE
31;13,01098901;9,107692308;TRUE;FALSE
31;13,01098901;9,107692308;TRUE;FALSE
31;13,01098901;9,107692308;TRUE;FALSE
31;13,01098901;9,107692308;TRUE;FALSE
30,89795918;13,03229424;9,122605965;TRUE;FALSE
31,56408163;12,89321373;9,025249608;TRUE;FALSE
32,23020408;12,75413321;8,92789325;TRUE;FALSE
32,89632653;12,6150527;8,830536892;TRUE;FALSE
33,56244898;12,47597219;8,733180534;TRUE;FALSE
34,22857143;12,33689168;8,635824176;TRUE;FALSE
34,89469388;12,19781117;8,538467818;TRUE;FALSE
35,56081633;12,05873066;8,44111146;TRUE;FALSE
36,22693878;11,91965015;8,343755102;TRUE;FALSE
36,89306122;11,78056963;8,246398744;TRUE;FALSE
37,55918367;11,64148912;8,149042386;TRUE;FALSE
38,22530612;11,50240861;8,051686028;TRUE;FALSE
38,89142857;11,3633281;7,95432967;TRUE;FALSE
39,55755102;11,22424759;7,856973312;TRUE;FALSE
40,22367347;11,08516708;7,759616954;TRUE;FALSE
40,88979592;10,94608657;7,662260597;TRUE;FALSE
41,55591837;10,80700606;7,564904239;TRUE;FALSE
42,22204082;10,66792554;7,467547881;TRUE;FALSE
42,88816327;10,52884503;7,370191523;TRUE;FALSE
43,55428571;10,38976452;7,272835165;TRUE;FALSE
44,22040816;10,25068401;7,175478807;TRUE;FALSE
44,88653061;10,1116035;7,078122449;TRUE;FALSE
45,55265306;9,972522987;6,980766091;TRUE;FALSE
46,21877551;9,833442476;6,883409733;TRUE;FALSE
46,88489796;9,694361965;6,786053375;TRUE;FALSE
47,55102041;9,555281453;6,688697017;TRUE;FALSE
48,21714286;9,416200942;6,591340659;TRUE;FALSE
48,88326531;9,277120431;6,493984301;TRUE;FALSE
49,54938776;9,138039919;6,396627943;TRUE;FALSE
50,2155102;8,998959408;6,299271586;TRUE;FALSE
50,88163265;8,859878897;6,201915228;TRUE;FALSE
51,5477551;8,720798385;6,10455887;TRUE;FALSE
52,21387755;8,581717874;6,007202512;TRUE;FALSE
52,88;8,442637363;5,909846154;TRUE;FALSE
53,54612245;8,303556851;5,812489796;TRUE;FALSE
54,2122449;8,16447634;5,715133438;TRUE;FALSE
54,87836735;8,025395829;5,61777708;TRUE;FALSE
55,5444898;7,886315317;5,520420722;TRUE;FALSE
56,21061224;7,747234806;5,423064364;TRUE;FALSE
56,87673469;7,608154295;5,325708006;TRUE;FALSE
57,54285714;7,469073783;5,228351648;TRUE;FALSE
58,20897959;7,329993272;5,13099529;TRUE;FALSE
58,87510204;7,190912761;5,033638932;TRUE;FALSE
59,54122449;7,051832249;4,936282575;TRUE;FALSE
60,20734694;6,912751738;4,838926217;TRUE;FALSE
60,87346939;6,773671227;4,741569859;TRUE;FALSE
61,53959184;6,634590715;4,644213501;TRUE;FALSE
62,20571429;6,495510204;4,546857143;TRUE;FALSE
62,87183673;6,356429693;4,449500785;TRUE;FALSE
63,53795918;6,217349181;4,352144427;TRUE;FALSE
64,20408163;6,07826867;4,254788069;TRUE;FALSE
64,87020408;5,939188159;4,157431711;TRUE;FALSE
65,53632653;5,800107647;4,060075353;TRUE;FALSE
66,20244898;5,661027136;3,962718995;TRUE;FALSE
66,86857143;5,521946625;3,865362637;TRUE;FALSE
67,53469388;5,382866113;3,768006279;TRUE;FALSE
68,20081633;5,243785602;3,670649922;TRUE;FALSE
68,86693878;5,104705091;3,573293564;TRUE;FALSE
69,53306122;4,96562458;3,475937206;TRUE;FALSE
70,19918367;4,826544068;3,378580848;TRUE;FALSE
70,86530612;4,687463557;3,28122449;TRUE;FALSE
71,53142857;4,548383046;3,183868132;TRUE;FALSE
72,19755102;4,409302534;3,086511774;TRUE;FALSE
72,86367347;4,270222023;2,989155416;TRUE;FALSE
73,52979592;4,131141512;2,891799058;TRUE;FALSE
74,19591837;3,992061;2,7944427;TRUE;FALSE
74,86204082;3,852980489;2,697086342;TRUE;FALSE
75,52816327;3,713899978;2,599729984;TRUE;FALSE
76,19428571;3,574819466;2,502373626;TRUE;FALSE
76,86040816;3,435738955;2,405017268;TRUE;FALSE
77,52653061;3,296658444;2,307660911;TRUE;FALSE
78,19265306;3,157577932;2,210304553;TRUE;FALSE
78,85877551;3,018497421;2,112948195;TRUE;FALSE
79,52489796;2,87941691;2,015591837;TRUE;FALSE
80,19102041;2,740336398;1,918235479;TRUE;FALSE
80,85714286;2,601255887;1,820879121;TRUE;FALSE
81,52326531;2,462175376;1,723522763;TRUE;FALSE
82,18938776;2,323094864;1,626166405;TRUE;FALSE
82,8555102;2,184014353;1,528810047;TRUE;FALSE
83,52163265;2,044933842;1,431453689;TRUE;FALSE
84,1877551;1,90585333;1,334097331;TRUE;FALSE
84,85387755;1,766772819;1,236740973;TRUE;FALSE
85,52;1,627692308;1,139384615;TRUE;FALSE
86,18612245;1,488611796;1,042028257;TRUE;FALSE
86,8522449;1,349531285;0,9446719;TRUE;FALSE
87,51836735;1,210450774;0,847315542;TRUE;FALSE
88,1844898;1,071370262;0,749959184;TRUE;FALSE
88,85061224;0,932289751;0,652602826;TRUE;FALSE
89,51673469;0,79320924;0,555246468;TRUE;FALSE
90,18285714;0,654128728;0,45789011;TRUE;FALSE
90,84897959;0,515048217;0,360533752;TRUE;FALSE
91,51510204;0,375967706;0,263177394;TRUE;FALSE
92,18122449;0,236887194;0,165821036;TRUE;FALSE
92,84734694;0,097806683;0,068464678;TRUE;FALSE
93,51346939;-0,041273828;-0,02889168;TRUE;FALSE
94,17959184;-0,18035434;-0,126248038;TRUE;FALSE
94,84571429;-0,319434851;-0,223604396;TRUE;FALSE
95,51183673;-0,458515362;-0,320960754;TRUE;FALSE
96,17795918;-0,597595874;-0,418317111;TRUE;FALSE
96,84408163;-0,736676385;-0,515673469;TRUE;FALSE
97,51020408;-0,875756896;-0,613029827;TRUE;FALSE
98,17632653;-1,014837407;-0,710386185;TRUE;FALSE
98,84244898;-1,153917919;-0,807742543;TRUE;FALSE
99,50857143;-1,29299843;-0,905098901;TRUE;FALSE
100,1746939;-1,432078941;-1,002455259;TRUE;FALSE
100,8408163;-1,571159453;-1,099811617;TRUE;FALSE
101,5069388;-1,710239964;-1,197167975;TRUE;FALSE
102,1730612;-1,849320475;-1,294524333;TRUE;FALSE
102,8391837;-1,988400987;-1,391880691;TRUE;FALSE
103,5053061;-2,127481498;-1,489237049;TRUE;FALSE
104,1714286;-2,266562009;-1,586593407;TRUE;FALSE
104,837551;-2,405642521;-1,683949765;TRUE;FALSE
105,5036735;-2,544723032;-1,781306122;TRUE;FALSE
106,1697959;-2,683803543;-1,87866248;TRUE;FALSE
106,8359184;-2,822884055;-1,976018838;TRUE;FALSE
107,5020408;-2,961964566;-2,073375196;TRUE;FALSE
108,1681633;-3,101045077;-2,170731554;TRUE;FALSE
108,8342857;-3,240125589;-2,268087912;TRUE;FALSE
109,5004082;-3,3792061;-2,36544427;TRUE;FALSE
110,1665306;-3,518286611;-2,462800628;TRUE;FALSE
110,8326531;-3,657367123;-2,560156986;TRUE;FALSE
111,4987755;-3,796447634;-2,657513344;TRUE;FALSE
112,164898;-3,935528145;-2,754869702;TRUE;FALSE
112,8310204;-4,074608657;-2,85222606;TRUE;FALSE
113,4971429;-4,213689168;-2,949582418;TRUE;FALSE
114,1632653;-4,352769679;-3,046938776;TRUE;FALSE
114,8293878;-4,491850191;-3,144295133;TRUE;FALSE
115,4955102;-4,630930702;-3,241651491;TRUE;FALSE
116,1616327;-4,770011213;-3,339007849;TRUE;FALSE
116,8277551;-4,909091725;-3,436364207;TRUE;FALSE
117,4938776;-5,048172236;-3,533720565;TRUE;FALSE
118,16;-5,187252747;-3,631076923;TRUE;FALSE
118,8261224;-5,326333259;-3,728433281;TRUE;FALSE
119,4922449;-5,46541377;-3,825789639;TRUE;FALSE
120,1583673;-5,604494281;-3,923145997;TRUE;FALSE
120,8244898;-5,743574793;-4,020502355;TRUE;FALSE
121,4906122;-5,882655304;-4,117858713;TRUE;FALSE
122,1567347;-6,021735815;-4,215215071;TRUE;FALSE
122,8228571;-6,160816327;-4,312571429;TRUE;FALSE
123,4889796;-6,299896838;-4,409927786;TRUE;FALSE
124,155102;-6,438977349;-4,507284144;TRUE;FALSE
124,8212245;-6,578057861;-4,604640502;TRUE;FALSE
125,4873469;-6,717138372;-4,70199686;TRUE;FALSE
126,1534694;-6,856218883;-4,799353218;TRUE;FALSE
126,8195918;-6,995299394;-4,896709576;TRUE;FALSE
127,4857143;-7,134379906;-4,994065934;TRUE;FALSE
128,1518367;-7,273460417;-5,091422292;TRUE;FALSE
128,8179592;-7,412540928;-5,18877865;TRUE;FALSE
129,4840816;-7,55162144;-5,286135008;TRUE;FALSE
130,1502041;-7,690701951;-5,383491366;TRUE;FALSE
130,8163265;-7,829782462;-5,480847724;TRUE;FALSE
131,482449;-7,968862974;-5,578204082;TRUE;FALSE
132,1485714;-8,107943485;-5,67556044;TRUE;FALSE
132,8146939;-8,247023996;-5,772916797;TRUE;FALSE
133,4808163;-8,386104508;-5,870273155;TRUE;FALSE
134,1469388;-8,525185019;-5,967629513;TRUE;FALSE
134,8130612;-8,66426553;-6,064985871;TRUE;FALSE
135,4791837;-8,803346042;-6,162342229;TRUE;FALSE
136,1453061;-8,942426553;-6,259698587;TRUE;FALSE
136,8114286;-9,081507064;-6,357054945;TRUE;FALSE
137,477551;-9,220587576;-6,454411303;TRUE;FALSE
138,1436735;-9,359668087;-6,551767661;TRUE;FALSE
138,8097959;-9,498748598;-6,649124019;TRUE;FALSE
139,4759184;-9,63782911;-6,746480377;TRUE;FALSE
140,1420408;-9,776909621;-6,843836735;TRUE;FALSE
140,8081633;-9,915990132;-6,941193093;TRUE;FALSE
141,4742857;-10,05507064;-7,038549451;TRUE;FALSE
142,1404082;-10,19415115;-7,135905808;TRUE;FALSE
142,8065306;-10,33323167;-7,233262166;TRUE;FALSE
143,4726531;-10,47231218;-7,330618524;TRUE;FALSE
144,1387755;-10,61139269;-7,427974882;TRUE;FALSE
144,804898;-10,7504732;-7,52533124;TRUE;FALSE
145,4710204;-10,88955371;-7,622687598;TRUE;FALSE
146,1371429;-11,02863422;-7,720043956;TRUE;FALSE
146,8032653;-11,16771473;-7,817400314;TRUE;FALSE
147,4693878;-11,30679525;-7,914756672;TRUE;FALSE
148,1355102;-11,44587576;-8,01211303;TRUE;FALSE
148,8016327;-11,58495627;-8,109469388;TRUE;FALSE
149,4677551;-11,72403678;-8,206825746;TRUE;FALSE
150,1338776;-11,86311729;-8,304182104;TRUE;FALSE
150,8;-12,0021978;-8,401538462;TRUE;FALSE
151,4661224;-12,14127831;-8,498894819;TRUE;FALSE
152,1322449;-12,28035882;-8,596251177;TRUE;FALSE
152,7983673;-12,41943934;-8,693607535;TRUE;FALSE
153,4644898;-12,55851985;-8,790963893;TRUE;FALSE
154,1306122;-12,69760036;-8,888320251;TRUE;FALSE
154,7967347;-12,83668087;-8,985676609;TRUE;FALSE
155,4628571;-12,97576138;-9,083032967;TRUE;FALSE
156,1289796;-13,11484189;-9,180389325;TRUE;FALSE
156,795102;-13,2539224;-9,277745683;TRUE;FALSE
157,4612245;-13,39300292;-9,375102041;TRUE;FALSE
158,1273469;-13,53208343;-9,472458399;TRUE;FALSE
158,7934694;-13,67116394;-9,569814757;TRUE;FALSE
159,4595918;-13,81024445;-9,667171115;TRUE;FALSE
160,1257143;-13,94932496;-9,764527473;TRUE;FALSE
160,7918367;-14,08840547;-9,86188383;TRUE;FALSE
161,4579592;-14,22748598;-9,959240188;TRUE;FALSE
162,1240816;-14,36656649;-10,05659655;TRUE;FALSE
162,7902041;-14,50564701;-10,1539529;TRUE;FALSE
163,4563265;-14,64472752;-10,25130926;TRUE;FALSE
164,122449;-14,78380803;-10,34866562;TRUE;FALSE
164,7885714;-14,92288854;-10,44602198;TRUE;FALSE
165,4546939;-15,06196905;-10,54337834;TRUE;FALSE
166,1208163;-15,20104956;-10,64073469;TRUE;FALSE
166,7869388;-15,34013007;-10,73809105;TRUE;FALSE
167,4530612;-15,47921059;-10,83544741;TRUE;FALSE
168,1191837;-15,6182911;-10,93280377;TRUE;FALSE
168,7853061;-15,75737161;-11,03016013;TRUE;FALSE
169,4514286;-15,89645212;-11,12751648;TRUE;FALSE
170,117551;-16,03553263;-11,22487284;TRUE;FALSE
170,7836735;-16,17461314;-11,3222292;TRUE;FALSE
171,4497959;-16,31369365;-11,41958556;TRUE;FALSE
172,1159184;-16,45277416;-11,51694192;TRUE;FALSE
172,7820408;-16,59185468;-11,61429827;TRUE;FALSE
173,4481633;-16,73093519;-11,71165463;TRUE;FALSE
174,1142857;-16,8700157;-11,80901099;TRUE;FALSE
174,7804082;-17,00909621;-11,90636735;TRUE;FALSE
175,4465306;-17,14817672;-12,0037237;TRUE;FALSE
176,1126531;-17,28725723;-12,10108006;TRUE;FALSE
176,7787755;-17,42633774;-12,19843642;TRUE;FALSE
177,444898;-17,56541826;-12,29579278;TRUE;FALSE
178,1110204;-17,70449877;-12,39314914;TRUE;FALSE
178,7771429;-17,84357928;-12,49050549;TRUE;FALSE
179,4432653;-17,98265979;-12,58786185;TRUE;FALSE
180,1093878;-18,1217403;-12,68521821;TRUE;FALSE
180,7755102;-18,26082081;-12,78257457;TRUE;FALSE
181,4416327;-18,39990132;-12,87993093;TRUE;FALSE
182,1077551;-18,53898183;-12,97728728;TRUE;FALSE
182,7738776;-18,67806235;-13,07464364;TRUE;FALSE
183,44;-18,81714286;-13,172;TRUE;FALSE
184,1061224;-18,95622337;-13,26935636;TRUE;FALSE
184,7722449;-19,09530388;-13,36671272;TRUE;FALSE
185,4383673;-19,23438439;-13,46406907;TRUE;FALSE
186,1044898;-19,3734649;-13,56142543;TRUE;FALSE
186,7706122;-19,51254541;-13,65878179;TRUE;FALSE
187,4367347;-19,65162593;-13,75613815;TRUE;FALSE
188,1028571;-19,79070644;-13,85349451;TRUE;FALSE
188,7689796;-19,92978695;-13,95085086;TRUE;FALSE
189,435102;-20,06886746;-14,04820722;TRUE;FALSE
190,1012245;-20,20794797;-14,14556358;TRUE;FALSE
190,7673469;-20,34702848;-14,24291994;TRUE;FALSE
191,4334694;-20,48610899;-14,3402763;TRUE;FALSE
192,0995918;-20,6251895;-14,43763265;TRUE;FALSE
192,7657143;-20,76427002;-14,53498901;TRUE;FALSE
193,4318367;-20,90335053;-14,63234537;TRUE;FALSE
194,0979592;-21,04243104;-14,72970173;TRUE;FALSE
194,7640816;-21,18151155;-14,82705808;TRUE;FALSE
195,4302041;-21,32059206;-14,92441444;TRUE;FALSE
196,0963265;-21,45967257;-15,0217708;TRUE;FALSE
196,762449;-21,59875308;-15,11912716;TRUE;FALSE
197,4285714;-21,73783359;-15,21648352;TRUE;FALSE
198,0946939;-21,87691411;-15,31383987;TRUE;FALSE
198,7608163;-22,01599462;-15,41119623;TRUE;FALSE
199,4269388;-22,15507513;-15,50855259;TRUE;FALSE
200,0930612;-22,29415564;-15,60590895;TRUE;FALSE
200,7591837;-22,43323615;-15,70326531;TRUE;FALSE
201,4253061;-22,57231666;-15,80062166;TRUE;FALSE
202,0914286;-22,71139717;-15,89797802;TRUE;FALSE
202,757551;-22,85047769;-15,99533438;TRUE;FALSE
203,4236735;-22,9895582;-16,09269074;TRUE;FALSE
204,0897959;-23,12863871;-16,1900471;TRUE;FALSE
204,7559184;-23,26771922;-16,28740345;TRUE;FALSE
205,4220408;-23,40679973;-16,38475981;TRUE;FALSE
206,0881633;-23,54588024;-16,48211617;TRUE;FALSE
206,7542857;-23,68496075;-16,57947253;TRUE;FALSE
207,4204082;-23,82404126;-16,67682889;TRUE;FALSE
208,0865306;-23,96312178;-16,77418524;TRUE;FALSE
208,7526531;-24,10220229;-16,8715416;TRUE;FALSE
209,4187755;-24,2412828;-16,96889796;TRUE;FALSE
210,084898;-24,38036331;-17,06625432;TRUE;FALSE
210,7510204;-24,51944382;-17,16361068;TRUE;FALSE
211,4171429;-24,65852433;-17,26096703;TRUE;FALSE
212,0832653;-24,79760484;-17,35832339;TRUE;FALSE
212,7493878;-24,93668536;-17,45567975;TRUE;FALSE
213,4155102;-25,07576587;-17,55303611;TRUE;FALSE
214,0816327;-25,21484638;-17,65039246;TRUE;FALSE
214,7477551;-25,35392689;-17,74774882;TRUE;FALSE
215,4138776;-25,4930074;-17,84510518;TRUE;FALSE
216,08;-25,63208791;-17,94246154;TRUE;FALSE
216,7461224;-25,77116842;-18,0398179;TRUE;FALSE
217,4122449;-25,91024893;-18,13717425;TRUE;FALSE
218,0783673;-26,04932945;-18,23453061;TRUE;FALSE
218,7444898;-26,18840996;-18,33188697;TRUE;FALSE
219,4106122;-26,32749047;-18,42924333;TRUE;FALSE
220,0767347;-26,46657098;-18,52659969;TRUE;FALSE
220,7428571;-26,60565149;-18,62395604;TRUE;FALSE
221,4089796;-26,744732;-18,7213124;TRUE;FALSE
222,075102;-26,88381251;-18,81866876;TRUE;FALSE
222,7412245;-27,02289303;-18,91602512;TRUE;FALSE
223,4073469;-27,16197354;-19,01338148;TRUE;FALSE
224,0734694;-27,30105405;-19,11073783;TRUE;FALSE
224,7395918;-27,44013456;-19,20809419;TRUE;FALSE
225,4057143;-27,57921507;-19,30545055;TRUE;FALSE
226,0718367;-27,71829558;-19,40280691;TRUE;FALSE
226,7379592;-27,85737609;-19,50016327;TRUE;FALSE
227,4040816;-27,9964566;-19,59751962;TRUE;FALSE
228,0702041;-28,13553712;-19,69487598;TRUE;FALSE
228,7363265;-28,27461763;-19,79223234;TRUE;FALSE
229,402449;-28,41369814;-19,8895887;TRUE;FALSE
230,0685714;-28,55277865;-19,98694505;TRUE;FALSE
230,7346939;-28,69185916;-20,08430141;TRUE;FALSE
231,4008163;-28,83093967;-20,18165777;TRUE;FALSE
232,0669388;-28,97002018;-20,27901413;TRUE;FALSE
232,7330612;-29,1091007;-20,37637049;TRUE;FALSE
233,3991837;-29,24818121;-20,47372684;TRUE;FALSE
234,0653061;-29,38726172;-20,5710832;TRUE;FALSE
234,7314286;-29,52634223;-20,66843956;TRUE;FALSE
235,397551;-29,66542274;-20,76579592;TRUE;FALSE
236,0636735;-29,80450325;-20,86315228;TRUE;FALSE
236,7297959;-29,94358376;-20,96050863;TRUE;FALSE
237,3959184;-30,08266427;-21,05786499;TRUE;FALSE
238,0620408;-30,22174479;-21,15522135;TRUE;FALSE
238,7281633;-30,3608253;-21,25257771;TRUE;FALSE
239,3942857;-30,49990581;-21,34993407;TRUE;FALSE
240,0604082;-30,63898632;-21,44729042;TRUE;FALSE
240,7265306;-30,77806683;-21,54464678;TRUE;FALSE
241,3926531;-30,91714734;-21,64200314;TRUE;FALSE
242,0587755;-31,05622785;-21,7393595;TRUE;FALSE
242,724898;-31,19530837;-21,83671586;TRUE;FALSE
243,3910204;-31,33438888;-21,93407221;TRUE;FALSE
244,0571429;-31,47346939;-22,03142857;TRUE;FALSE
244,7232653;-31,6125499;-22,12878493;TRUE;FALSE
245,3893878;-31,75163041;-22,22614129;TRUE;FALSE
246,0555102;-31,89071092;-22,32349765;TRUE;FALSE
246,7216327;-32,02979143;-22,420854;TRUE;FALSE
247,3877551;-32,16887194;-22,51821036;TRUE;FALSE
248,0538776;-32,30795246;-22,61556672;TRUE;FALSE
248,72;-32,44703297;-22,71292308;TRUE;FALSE
249,3861224;-32,58611348;-22,81027943;TRUE;FALSE
250,0522449;-32,72519399;-22,90763579;TRUE;FALSE
250,7183673;-32,8642745;-23,00499215;TRUE;FALSE
251,3844898;-33,00335501;-23,10234851;TRUE;FALSE
252,0506122;-33,14243552;-23,19970487;TRUE;FALSE
252,7167347;-33,28151603;-23,29706122;TRUE;FALSE
253,3828571;-33,42059655;-23,39441758;TRUE;FALSE
254,0489796;-33,55967706;-23,49177394;TRUE;FALSE
254,715102;-33,69875757;-23,5891303;TRUE;FALSE
255,3812245;-33,83783808;-23,68648666;TRUE;FALSE
256,0473469;-33,97691859;-23,78384301;TRUE;FALSE
256,7134694;-34,1159991;-23,88119937;TRUE;FALSE
257,3795918;-34,25507961;-23,97855573;TRUE;FALSE
258,0457143;-34,39416013;-24,07591209;TRUE;FALSE
258,7118367;-34,53324064;-24,17326845;TRUE;FALSE
259,3779592;-34,67232115;-24,2706248;TRUE;FALSE
260,0440816;-34,81140166;-24,36798116;TRUE;FALSE
260,7102041;-34,95048217;-24,46533752;TRUE;FALSE
261,3763265;-35,08956268;-24,56269388;TRUE;FALSE
262,042449;-35,22864319;-24,66005024;TRUE;FALSE
262,7085714;-35,3677237;-24,75740659;TRUE;FALSE
263,3746939;-35,50680422;-24,85476295;TRUE;FALSE
264,0408163;-35,64588473;-24,95211931;TRUE;FALSE
264,7069388;-35,78496524;-25,04947567;TRUE;FALSE
265,3730612;-35,92404575;-25,14683203;TRUE;FALSE
266,0391837;-36,06312626;-25,24418838;TRUE;FALSE
266,7053061;-36,20220677;-25,34154474;TRUE;FALSE
267,3714286;-36,34128728;-25,4389011;TRUE;FALSE
268,037551;-36,4803678;-25,53625746;TRUE;FALSE
268,7036735;-36,61944831;-25,63361381;TRUE;FALSE
269,3697959;-36,75852882;-25,73097017;TRUE;FALSE
270,0359184;-36,89760933;-25,82832653;TRUE;FALSE
270,7020408;-37,03668984;-25,92568289;TRUE;FALSE
271,3681633;-37,17577035;-26,02303925;TRUE;FALSE
272,0342857;-37,31485086;-26,1203956;TRUE;FALSE
272,7004082;-37,45393137;-26,21775196;TRUE;FALSE
273,3665306;-37,59301189;-26,31510832;TRUE;FALSE
274,0326531;-37,7320924;-26,41246468;TRUE;FALSE
274,6987755;-37,87117291;-26,50982104;TRUE;FALSE
275,364898;-38,01025342;-26,60717739;TRUE;FALSE
276,0310204;-38,14933393;-26,70453375;TRUE;FALSE
276,6971429;-38,28841444;-26,80189011;TRUE;FALSE
277,3632653;-38,42749495;-26,89924647;TRUE;FALSE
278,0293878;-38,56657547;-26,99660283;TRUE;FALSE
278,6955102;-38,70565598;-27,09395918;TRUE;FALSE
279,3616327;-38,84473649;-27,19131554;TRUE;FALSE
280,0277551;-38,983817;-27,2886719;TRUE;FALSE
280,6938776;-39,12289751;-27,38602826;TRUE;FALSE
281,36;-39,26197802;-27,48338462;TRUE;FALSE
282,0261224;-39,40105853;-27,58074097;TRUE;FALSE
282,6922449;-39,54013904;-27,67809733;TRUE;FALSE
283,3583673;-39,67921956;-27,77545369;TRUE;FALSE
284,0244898;-39,81830007;-27,87281005;TRUE;FALSE
284,6906122;-39,95738058;-27,97016641;TRUE;FALSE
285,3567347;-40,09646109;-28,06752276;TRUE;FALSE
286,0228571;-40,2355416;-28,16487912;TRUE;FALSE
286,6889796;-40,37462211;-28,26223548;TRUE;FALSE
287,355102;-40,51370262;-28,35959184;TRUE;FALSE
288,0212245;-40,65278314;-28,45694819;TRUE;FALSE
288,6873469;-40,79186365;-28,55430455;TRUE;FALSE
289,3534694;-40,93094416;-28,65166091;TRUE;FALSE
290,0195918;-41,07002467;-28,74901727;TRUE;FALSE
290,6857143;-41,20910518;-28,84637363;TRUE;FALSE
291,3518367;-41,34818569;-28,94372998;TRUE;FALSE
292,0179592;-41,4872662;-29,04108634;TRUE;FALSE
292,6840816;-41,62634671;-29,1384427;TRUE;FALSE
293,3502041;-41,76542723;-29,23579906;TRUE;FALSE
294,0163265;-41,90450774;-29,33315542;TRUE;FALSE
294,682449;-42,04358825;-29,43051177;TRUE;FALSE
295,3485714;-42,18266876;-29,52786813;TRUE;FALSE
296,0146939;-42,32174927;-29,62522449;TRUE;FALSE
296,6808163;-42,46082978;-29,72258085;TRUE;FALSE
297,3469388;-42,59991029;-29,81993721;TRUE;FALSE
298,0130612;-42,73899081;-29,91729356;TRUE;FALSE
298,6791837;-42,87807132;-30,01464992;TRUE;FALSE
299,3453061;-43,01715183;-30,11200628;TRUE;FALSE
300,0114286;-43,15623234;-30,20936264;TRUE;FALSE
300,677551;-43,29531285;-30,306719;TRUE;FALSE
301,3436735;-43,43439336;-30,40407535;TRUE;FALSE
302,0097959;-43,57347387;-30,50143171;TRUE;FALSE
302,6759184;-43,71255438;-30,59878807;TRUE;FALSE
303,3420408;-43,8516349;-30,69614443;TRUE;FALSE
304,0081633;-43,99071541;-30,79350078;TRUE;FALSE
304,6742857;-44,12979592;-30,89085714;TRUE;FALSE
305,3404082;-44,26887643;-30,9882135;TRUE;FALSE
306,0065306;-44,40795694;-31,08556986;TRUE;FALSE
306,6726531;-44,54703745;-31,18292622;TRUE;FALSE
307,3387755;-44,68611796;-31,28028257;TRUE;FALSE
308,004898;-44,82519847;-31,37763893;TRUE;FALSE
308,6710204;-44,96427899;-31,47499529;TRUE;FALSE
309,3371429;-45,1033595;-31,57235165;TRUE;FALSE
310,0032653;-45,24244001;-31,66970801;TRUE;FALSE
310,6693878;-45,38152052;-31,76706436;TRUE;FALSE
311,3355102;-45,52060103;-31,86442072;TRUE;FALSE
